loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
10000, 36 months,6.03,304.36,A,A1,Saint Peter Hospital,10+ years,OWN,170000,Not Verified,Apr-13,Fully Paid,home_improvement,Home Improvement ,2.29,Feb-95,7,0,11238,18.7,21,w,INDIVIDUAL,5,0,"PSC 8902, Box 8450
APO AP 30723"
10050, 36 months,15.31,349.92,C,C2,"City Limits, Inc",10+ years,MORTGAGE,30000,Source Verified,Jan-13,Fully Paid,debt_consolidation,the consolidator,19.2,Sep-98,8,0,5522,34.3,26,f,INDIVIDUAL,2,0,"7480 Larson Corners Apt. 920
Juanstad, TX 70466"
10000, 36 months,14.33,343.39,C,C1,Alabama State University,10+ years,RENT,60000,Verified,Sep-12,Fully Paid,other,Other,25.34,Aug-85,17,0,9434,82,43,f,INDIVIDUAL,0,0,"3691 Amanda Viaduct
Clarktown, OK 00813"
35000, 60 months,14.3,819.85,C,C1,manager,10+ years,MORTGAGE,114000,Verified,Nov-13,Fully Paid,debt_consolidation,feed me,13.29,Nov-00,6,0,19208,92.3,19,f,INDIVIDUAL,5,0,"234 Olson Mountains
West Justinbury, HI 22690"
15000, 36 months,6.97,462.96,A,A3,Teacher,3 years,RENT,50000,Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,22.35,Sep-05,16,0,14443,45.1,23,w,INDIVIDUAL,0,0,"792 Brian Skyway Apt. 809
South Carolynfurt, ME 70466"
10000, 36 months,14.98,346.56,C,C3,A/P,10+ years,RENT,42000,Source Verified,Jan-14,Charged Off,debt_consolidation,Piece of mind,25.23,Jul-00,11,1,7152,45.6,17,f,INDIVIDUAL,1,1,"45585 Leach Forest Apt. 367
West Laurenshire, CO 22690"
11000, 36 months,7.51,342.21,A,A4,KPMG LLP,2 years,RENT,47900,Verified,Apr-10,Fully Paid,other,Paying off moving loan at lower rate,12.88,Nov-95,11,0,10922,24.7,23,f,INDIVIDUAL,,0,"21696 Peter Row Apt. 818
Leonardport, AR 05113"
15000, 60 months,18.99,389.03,D,D4,OFAC SCREENER,< 1 year,RENT,65000,Source Verified,May-16,Fully Paid,car,Car financing,2.47,May-03,3,0,5545,47.4,17,w,INDIVIDUAL,0,0,"58630 April Highway Apt. 129
East Danielle, NE 22690"
16825, 60 months,16.78,416.16,C,C5,Sherwin-Williams,10+ years,MORTGAGE,60402,Verified,Aug-13,Charged Off,debt_consolidation,Debt Consolidation,17.16,Mar-05,13,0,14200,37.5,28,w,INDIVIDUAL,5,0,"23402 Brown Radial Suite 707
Amandaberg, ND 70466"
10925, 36 months,12.99,368.06,C,C1,Chief Administrative Officer,2 years,RENT,60000,Source Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,15.58,Apr-01,15,1,4297,56.5,23,f,INDIVIDUAL,0,1,"509 Allen Extension Apt. 173
Knoxmouth, DC 48052"
10000, 60 months,13.98,232.58,C,C3,Military,8 years,MORTGAGE,60000,Source Verified,Jun-10,Fully Paid,debt_consolidation,Debt Consol,18.4,Oct-00,9,0,12398,29.7,30,f,INDIVIDUAL,,0,"575 Morales Plain Apt. 483
Amandaland, OH 70466"
2000, 36 months,12.42,66.84,B,B4,,,OWN,16200,Verified,Oct-11,Fully Paid,debt_consolidation,debt consolidation,14,Apr-93,15,0,658,6.5,16,f,INDIVIDUAL,,0,"539 Jade Centers Apt. 192
Reynoldsberg, NH 00813"
5000, 36 months,18.49,182,D,D2,Bj construction,< 1 year,RENT,40000,Not Verified,Oct-12,Fully Paid,debt_consolidation,Debt,3.9,May-06,3,0,4425,96.2,5,f,INDIVIDUAL,0,0,"USCGC Jackson
FPO AP 05113"
30750, 60 months,21.7,844.05,E,E2,Client Service Manager,10+ years,MORTGAGE,90000,Verified,Nov-13,Fully Paid,credit_card,Credit card refinancing,19.51,Aug-00,24,0,34320,78.2,41,f,INDIVIDUAL,1,0,"5771 Thompson Ramp Suite 354
West Tony, AZ 00813"
8000, 36 months,14.16,274.05,C,C2,Eng Supervisor,10+ years,OWN,91000,Not Verified,Feb-14,Charged Off,credit_card,Credit card refinancing,22.61,Jan-96,17,1,27076,51.8,38,f,INDIVIDUAL,4,0,"88017 William Junctions Apt. 650
Port Lisa, OK 70466"
8525, 36 months,17.14,304.54,D,D4,,,MORTGAGE,70000,Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,30.13,Jan-99,15,0,26024,56.8,35,f,INDIVIDUAL,4,0,"84008 Rachel Trail Apt. 591
Bautistafurt, FL 22690"
5000, 36 months,9.99,161.32,B,B3,Manager,4 years,MORTGAGE,32000,Not Verified,Apr-15,Fully Paid,credit_card,Credit card refinancing,9.19,Feb-99,9,0,4398,28,13,f,INDIVIDUAL,0,0,"PSC 9532, Box 0740
APO AA 05113"
18000, 60 months,22.7,504.34,E,E5,Skywest airlines,7 years,RENT,78000,Verified,Aug-13,Fully Paid,credit_card,Credit card ,11.96,Jan-92,28,0,17974,47.7,63,f,INDIVIDUAL,2,0,"PSC 5951, Box 8013
APO AE 30723"
7925, 36 months,18.99,290.46,E,E3,Medical Assistant,4 years,MORTGAGE,24500,Verified,Nov-15,Charged Off,debt_consolidation,Debt consolidation,22.39,Dec-80,7,1,8680,65,8,w,INDIVIDUAL,1,1,"68550 Michael Canyon
New Melissa, PA 22690"
14400, 36 months,10.75,469.74,B,B4,LVN,1 year,MORTGAGE,38400,Verified,Apr-16,Fully Paid,debt_consolidation,Debt consolidation,20.38,Apr-07,13,0,1865,27.4,18,w,INDIVIDUAL,1,0,"109 Key Well
West Ryan, WI 05113"
8000, 36 months,6.92,246.73,A,A4,Work Flow ,10+ years,MORTGAGE,60000,Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,9.28,May-84,14,0,10452,63,41,w,INDIVIDUAL,8,0,"7433 Nicholson Spur
North James, IN 00813"
19400, 36 months,13.99,662.96,C,C1,"Pacific Sheet Metal, Inc.",2 years,RENT,65000,Not Verified,Mar-12,Fully Paid,debt_consolidation,The big payoff,12.24,Jan-00,14,0,14481,32.4,21,f,INDIVIDUAL,,0,"72835 Brittany Views
Zacharyville, IL 48052"
17000, 36 months,9.17,541.95,B,B1,claims technician,10+ years,MORTGAGE,60000,Not Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,19.96,Mar-99,13,0,12745,44.6,47,w,INDIVIDUAL,3,0,"2994 Powers Turnpike
South Margaret, ND 70466"
7900, 36 months,16.29,278.88,D,D2,Counselor,< 1 year,MORTGAGE,27500,Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,15.76,Mar-07,13,0,8851,47.1,15,w,INDIVIDUAL,1,0,"459 Peter Plaza
Antonioborough, AR 30723"
9000, 36 months,12.39,300.61,C,C1,Senior Customer Service,6 years,RENT,42000,Not Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,15.77,Feb-05,10,0,12273,59.9,24,w,INDIVIDUAL,0,0,"56826 Moore Falls
East James, RI 29597"
22000, 36 months,8.9,698.58,A,A5,MediServe,3 years,MORTGAGE,102000,Verified,May-13,Fully Paid,debt_consolidation,Short Term Loan,13.5,May-96,10,0,26079,49.9,24,w,INDIVIDUAL,4,0,"40566 Thornton Squares Suite 502
Port Amyside, SD 48052"
20000, 36 months,11.55,660,B,B3,Empire Ozark Food Brokers,10+ years,MORTGAGE,105000,Source Verified,Sep-13,Charged Off,debt_consolidation,Debt Consolidation,28.02,Jul-99,15,1,27801,86.1,33,w,INDIVIDUAL,4,1,"54780 Steven Crest Suite 481
East Tonyastad, CT 70466"
12500, 36 months,8.49,394.54,A,A5,"Hagler Systems, Inc",8 years,OWN,47000,Source Verified,Jul-11,Fully Paid,major_purchase,Major Purchase Loan,2.83,Aug-95,4,0,3689,7.8,14,f,INDIVIDUAL,,0,"759 Chambers Islands Apt. 091
Port Melissachester, NC 70466"
14350, 60 months,26.06,430.16,G,G5,Claims Processor III,7 years,RENT,40000,Verified,Aug-14,Charged Off,debt_consolidation,Debt consolidation,35.82,Jun-00,18,0,22537,70.9,32,f,INDIVIDUAL,0,0,"303 Coleman Falls Suite 446
Smithville, VA 93700"
25000, 60 months,15.22,597.64,C,C3,Kay Jewelers,8 years,MORTGAGE,75500,Verified,Jul-13,Fully Paid,debt_consolidation,Debt consolidation,33.1,Aug-02,15,0,29375,64.7,32,w,INDIVIDUAL,5,0,"88494 Arroyo Corners
East Anthonyland, TX 29597"
5250, 36 months,13.11,177.18,B,B4,UPS,4 years,RENT,14500,Verified,Jun-12,Fully Paid,credit_card,GetoutofDebt,10.92,Oct-05,7,0,4445,68.4,9,f,INDIVIDUAL,0,0,"28651 Stephanie Pines
West Seanfurt, CA 22690"
3000, 36 months,14.33,103.02,C,C1,milwaukee  public  school,10+ years,RENT,16000,Not Verified,Jun-13,Charged Off,credit_card,pay off  creditcard,24.6,Nov-99,6,0,8695,48.6,17,f,INDIVIDUAL,0,0,"USNS Johnson
FPO AP 86630"
24000, 60 months,21.99,662.72,F,F1,Production Manager,5 years,MORTGAGE,70000,Source Verified,Sep-15,Charged Off,debt_consolidation,Debt consolidation,26.58,Nov-10,11,0,23409,70.3,14,f,INDIVIDUAL,1,0,"0287 Michael View Suite 296
Alexischester, TX 30723"
24000, 60 months,10.49,515.74,B,B3,Construction Supervisor,10+ years,RENT,67000,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,20.78,Dec-98,12,0,20348,46.7,24,w,INDIVIDUAL,0,0,"101 Gabrielle Ramp
Stoneberg, NY 05113"
5425, 36 months,11.53,178.98,B,B5,Tenant Services Coordinator,3 years,RENT,27000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,21.69,Oct-03,11,0,9963,45.3,24,f,INDIVIDUAL,0,0,"0485 Rogers Glens Suite 606
Port Kimberly, NV 05113"
12700, 36 months,17.27,454.5,C,C5,Beltman/NorthAmerican,2 years,RENT,40000,Not Verified,Sep-12,Fully Paid,debt_consolidation,Debt consolidation,21.51,Aug-07,8,0,4082,34.6,12,f,INDIVIDUAL,0,0,"034 Carson Mountains Apt. 528
East Shawnport, DC 22690"
7200, 36 months,13.05,242.77,B,B5,Whole Foods Market,6 years,RENT,54000,Not Verified,Aug-13,Fully Paid,credit_card,getting out from under medical/ccbills,14.22,Sep-77,8,0,4199,81,24,f,INDIVIDUAL,0,0,"94298 Watts Harbor
North Dwayne, AZ 05113"
16000, 36 months,5.32,481.84,A,A1,Visual Engineering Lead Architect,1 year,RENT,165000,Not Verified,Feb-16,Fully Paid,home_improvement,Home improvement,12.19,Jul-96,15,0,8089,25.7,37,w,INDIVIDUAL,2,0,"2121 James Isle Suite 391
Lake Katherineburgh, UT 05113"
4000, 36 months,8.9,127.02,A,A5,JP Morgan Chase,3 years,RENT,32000,Not Verified,Nov-12,Fully Paid,debt_consolidation,Debit Consolidation,10.24,Oct-07,6,0,12446,50.6,33,f,INDIVIDUAL,0,0,"187 Margaret Station Apt. 656
South Daniel, RI 00813"
12000, 36 months,13.11,404.97,B,B4,Rustic Cottages Resort,3 years,OWN,44000,Verified,Feb-13,Fully Paid,debt_consolidation,Pay It Off!,34.36,Apr-95,10,0,18432,90.4,27,f,INDIVIDUAL,0,0,"79747 Roach Station Suite 759
New Kimberlyport, WI 70466"
14825, 36 months,12.12,493.26,B,B3,Gainesville High School,10+ years,MORTGAGE,59000,Verified,Jan-13,Charged Off,debt_consolidation,Much Needed Loan,30.37,Mar-97,15,0,18565,70.9,35,f,INDIVIDUAL,2,0,"Unit 2936 Box 1714
DPO AA 70466"
4000, 36 months,13.33,135.42,C,C3,Principal,10+ years,MORTGAGE,188000,Verified,Sep-15,Fully Paid,debt_consolidation,Debt consolidation,16.65,Sep-96,18,0,37093,84.7,40,w,INDIVIDUAL,5,0,"2441 Gibson Landing Suite 705
Payneberg, DC 29597"
16000, 36 months,12.12,532.35,B,B3,Metropolitan Sewer district,5 years,MORTGAGE,94800,Not Verified,Jan-13,Fully Paid,car,Pay-Off Santander Car Loan and New Roof,7.78,Apr-01,6,0,16931,60.9,35,f,INDIVIDUAL,2,0,"20324 Harris Wells Apt. 202
Murphyhaven, IL 00813"
22000, 60 months,16.2,537.34,C,C4,Librarian,6 years,RENT,60000,Verified,Nov-13,Fully Paid,credit_card,MyFuture,30.56,Jan-00,22,0,18755,53.3,63,f,INDIVIDUAL,0,0,"995 Johnson Port Suite 730
East Eric, DE 29597"
20000, 36 months,13.67,680.36,C,C3,Assistant manager ,10+ years,OWN,84000,Verified,Feb-16,Fully Paid,debt_consolidation,,18.33,Mar-04,9,1,9612,64.9,12,w,INDIVIDUAL,1,0,"4849 Farmer Causeway Suite 362
Brownview, DE 70466"
5000, 36 months,9.99,161.32,B,B3,Facilities Manager,10+ years,MORTGAGE,96000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,17.71,Apr-99,19,0,14507,97.4,50,f,INDIVIDUAL,4,0,"279 James Freeway Apt. 939
Figueroaton, TX 22690"
9100, 36 months,12.69,305.26,C,C2,Team Member,2 years,RENT,36800,Not Verified,Apr-15,Fully Paid,credit_card,Credit card refinancing,22.67,Apr-09,7,0,4173,44.9,11,f,INDIVIDUAL,0,0,"72419 Kevin Mission
Christopherfort, IL 30723"
20325, 36 months,19.19,746.99,E,E3,Office assistant ,7 years,MORTGAGE,56500,Source Verified,May-15,Charged Off,vacation,Vacation,20.39,Aug-05,7,0,19570,70.4,20,f,INDIVIDUAL,1,0,"55823 Davis Well
Brendaport, OH 22690"
12000, 60 months,15.99,291.76,D,D2,counselor,10+ years,MORTGAGE,62000,Source Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,34.9,Sep-95,18,0,16853,79.5,51,f,INDIVIDUAL,2,0,"760 Dennis Walk Apt. 261
East Ericmouth, TN 48052"
10000, 60 months,12.29,223.92,C,C1,purchaser,5 years,MORTGAGE,56000,Source Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,19.61,Jul-02,13,0,64,0.6,36,w,INDIVIDUAL,2,0,"55968 Janet Shores Suite 943
Rodneyborough, NC 70466"
20000, 36 months,7.62,623.23,A,A3,Dell Inc,5 years,MORTGAGE,120000,Verified,Apr-12,Fully Paid,home_improvement,Home Improvement Loan,1.28,Jun-03,9,0,6885,16,19,f,INDIVIDUAL,4,0,"14303 Kevin Island Apt. 619
Danielsshire, KY 05113"
28000, 36 months,18.75,1022.84,D,D3,"Swarovski North America, LTD",< 1 year,RENT,70000,Verified,Jul-12,Fully Paid,debt_consolidation,Whole in One,18.5,Jun-99,13,0,27752,72.5,21,f,INDIVIDUAL,0,0,"22119 Russell Lock Suite 042
Andrewstad, DE 48052"
7700, 36 months,7.62,239.95,A,A3,The Sao Store,3 years,RENT,40000,Not Verified,Jul-12,Fully Paid,medical,Medical Expense,1.65,Oct-02,4,0,661,13.3,14,f,INDIVIDUAL,0,0,"448 Cunningham Centers
New Amandachester, UT 05113"
25000, 36 months,7.89,782.15,A,A5,service tech,2 years,RENT,63000,Not Verified,Jun-16,Fully Paid,debt_consolidation,Debt consolidation,24.63,Sep-02,11,0,17909,39.6,27,w,INDIVIDUAL,0,0,"3706 Edward Isle Suite 861
Rachelberg, IL 29597"
11875, 36 months,13.11,400.75,B,B4,verizon,10+ years,RENT,67000,Verified,Feb-13,Fully Paid,credit_card,payoff debt,30.99,Feb-99,11,0,45462,76.3,26,f,INDIVIDUAL,0,0,"981 Medina Camp
Adamsborough, OH 30723"
22300, 60 months,13.98,518.66,C,C3,estimator,4 years,MORTGAGE,65000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,15.93,Mar-07,12,0,9572,36.7,25,w,INDIVIDUAL,1,0,"PSC 3136, Box 1236
APO AP 29597"
15000, 36 months,12.99,505.34,B,B5,Warehouse & Logistics Manager,10+ years,MORTGAGE,70000,Source Verified,Apr-14,Charged Off,debt_consolidation,Debt consolidation,20.92,Aug-05,11,0,10295,77.4,21,f,INDIVIDUAL,3,0,"55355 Victoria Key Apt. 346
Alexanderhaven, DC 48052"
23675, 60 months,16.78,585.59,C,C5,Saputo,3 years,MORTGAGE,65000,Source Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation,16,Nov-00,16,0,16615,61.1,24,f,INDIVIDUAL,2,0,"0148 Brewer Forks Apt. 727
Sheltonburgh, WA 70466"
10000, 36 months,5.93,303.91,A,A1,Attorney,10+ years,MORTGAGE,65000,Source Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,17.44,Jul-83,12,0,5207,25.5,25,w,INDIVIDUAL,1,0,"4748 Rivera Vista
Stevenfort, PA 48052"
5900, 36 months,13.99,201.62,C,C4,Professional,10+ years,MORTGAGE,84000,Source Verified,May-15,Fully Paid,credit_card,Credit card refinancing,12.34,Jun-07,6,0,5077,37.9,12,w,INDIVIDUAL,0,0,"459 Jackson Summit Apt. 867
East Shirley, KY 29597"
16450, 60 months,21,445.03,E,E1,Software Engineer,2 years,MORTGAGE,70000,Verified,Nov-13,Fully Paid,home_improvement,Home Improvement,10.54,Feb-06,10,0,93,0.7,15,f,INDIVIDUAL,0,0,"3953 Miller Vista
New Autumnfort, CT 70466"
5000, 36 months,12.35,166.91,B,B4,burr yacht sales,10+ years,MORTGAGE,74000,Not Verified,Aug-13,Fully Paid,debt_consolidation,debt free at last,20.04,Apr-87,11,0,3993,25.1,52,f,INDIVIDUAL,14,0,"PSC 7831, Box 8135
APO AE 00813"
20000, 36 months,6.03,608.72,A,A1,planner 1- days,4 years,MORTGAGE,120000,Not Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,17.66,Aug-93,14,0,48936,38.6,40,w,INDIVIDUAL,8,0,"571 Donovan Orchard
Jacksonchester, FL 00813"
8000, 36 months,13.99,273.39,C,C4,PARALEGAL,2 years,RENT,48000,Source Verified,May-15,Charged Off,credit_card,Credit card refinancing,14.88,Mar-95,20,0,14777,45.1,27,f,INDIVIDUAL,0,0,"916 Johnson Prairie
Tarahaven, MA 22690"
30000, 60 months,17.57,754.81,D,D2,Manager - Procurement & Administration,1 year,OWN,100000,Source Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,23.97,Sep-97,12,0,93533,91.7,51,f,INDIVIDUAL,8,0,"635 Davis Shoals Apt. 525
Millerbury, AZ 29597"
9600, 36 months,12.99,323.42,C,C1,DC department manager ,6 years,MORTGAGE,140000,Source Verified,Jul-14,Fully Paid,credit_card,Credit card refinancing,17.12,Feb-06,10,0,11740,81.5,15,w,INDIVIDUAL,2,0,"8256 Kristen Rapid
New Kyle, MS 70466"
5000, 36 months,17.57,179.69,D,D4,Financial Relations,10+ years,RENT,38000,Not Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,11.88,May-89,4,0,14372,74.1,8,f,INDIVIDUAL,0,0,"79441 Luke Pass
Lindaborough, AZ 30723"
12000, 36 months,18.75,438.36,D,D3,Kalispell Regional Medical Center,< 1 year,MORTGAGE,36000,Verified,May-13,Fully Paid,credit_card,Credit card refinancing,17.83,Dec-04,11,0,12411,67.8,32,f,INDIVIDUAL,1,0,"USS Fuentes
FPO AP 00813"
17950, 36 months,18.99,657.89,D,D3,MANEGER,7 years,RENT,120000,Verified,Jul-16,Charged Off,house,Home buying,1.47,Feb-10,7,0,4632,20.9,10,f,INDIVIDUAL,0,0,"204 Jones Roads Suite 330
Mcdonaldmouth, WY 11650"
15300, 36 months,13.66,520.4,C,C3,Driver,2 years,RENT,50000,Not Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,8.69,Nov-99,4,0,15510,83.8,21,f,INDIVIDUAL,0,0,"12580 Jaclyn Point Apt. 926
Colinburgh, NV 30723"
15000, 36 months,7.89,469.29,A,A5,Associate,7 years,OWN,200000,Verified,Dec-15,Fully Paid,house,Home buying,3.17,Mar-05,5,0,2801,5.6,29,f,INDIVIDUAL,2,0,"703 Nicholas Way Suite 970
Masonville, AL 70466"
4000, 36 months,20.2,149.07,D,D5,CSR,< 1 year,RENT,25000,Source Verified,Oct-13,Charged Off,debt_consolidation,Debt consolidation,27.41,Jun-90,9,0,9131,76.1,9,f,INDIVIDUAL,0,0,"Unit 1430 Box 7724
DPO AP 70466"
23000, 60 months,12.29,515,C,C1,Attorney,< 1 year,MORTGAGE,82000,Source Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,24.35,Jul-84,18,0,21911,57.4,26,w,INDIVIDUAL,0,0,"865 Williams Lodge Suite 440
Harveyview, FL 05113"
8000, 36 months,11.53,263.93,B,B5,Field Manager,4 years,RENT,52000,Not Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,14.31,May-02,8,0,6012,74.2,18,f,INDIVIDUAL,0,0,"03678 Morales Views Suite 945
Jonesside, DE 48052"
5000, 36 months,13.98,170.84,C,C3,Contract Specialist,4 years,MORTGAGE,39000,Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,7.38,Jul-04,11,2,4261,41,14,f,INDIVIDUAL,0,0,"326 Jamie Pike Apt. 993
Powersstad, MD 70466"
10000, 36 months,7.49,311.02,A,A4,SR Manufacturing Operator,9 years,RENT,60000,Source Verified,Jan-16,Fully Paid,credit_card,Credit card refinancing,3.8,Aug-02,5,1,7848,31.3,7,w,INDIVIDUAL,0,1,"63582 Andrew Mall
Youngchester, MO 30723"
15000, 36 months,16.24,529.14,C,C5,OTR/L,10+ years,MORTGAGE,75000,Source Verified,Dec-13,Fully Paid,debt_consolidation,Debt consolidation,13.76,May-83,12,1,14972,85.1,23,w,INDIVIDUAL,4,1,"61939 Medina Cliffs
Lake Hollymouth, ND 30723"
35000, 36 months,9.17,1115.77,B,B2,Legal Assistant,8 years,MORTGAGE,84000,Verified,Jun-15,Fully Paid,other,Other,11.13,May-76,13,0,14535,31.3,29,w,INDIVIDUAL,3,0,"37455 Ruiz Flats
West Marissaburgh, MI 29597"
3000, 36 months,8.18,94.26,B,B1,Marketing Manager,1 year,MORTGAGE,91000,Not Verified,Jul-15,Fully Paid,home_improvement,Home improvement,22.22,Aug-90,18,0,58677,67.1,29,w,INDIVIDUAL,2,0,"37137 Sharon Orchard
Morganmouth, NY 00813"
6000, 36 months,12.69,201.27,C,C2,Sales ,5 years,RENT,50000,Source Verified,Aug-15,Fully Paid,vacation,Vacation,10.23,Oct-04,8,0,2945,32,23,w,INDIVIDUAL,2,0,"647 Joshua Groves
West Paul, OR 00813"
3500, 36 months,6.89,107.9,A,A3,Lead Warehouse,2 years,MORTGAGE,36000,Not Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,12.27,Mar-03,4,0,4220,33,16,w,INDIVIDUAL,5,0,"401 Toni Mountain
Christinaport, WI 00813"
10000, 36 months,14.33,343.39,C,C1,India house restaurant ,6 years,MORTGAGE,72000,Source Verified,Apr-13,Fully Paid,major_purchase,Pay credit card,15.35,Jan-01,11,0,22729,70.2,21,f,INDIVIDUAL,1,0,"8200 Samantha Haven Suite 351
West Janice, MD 48052"
20000, 60 months,18.25,510.6,D,D3,Senior Auditor,10+ years,OWN,108000,Verified,Jun-16,Fully Paid,debt_consolidation,Debt consolidation,11.52,Aug-97,13,0,18058,52,27,f,INDIVIDUAL,2,0,"91645 Linda Mills
Cookchester, WY 29597"
16000, 36 months,12.12,532.35,B,B3,Care One,< 1 year,RENT,90000,Not Verified,Feb-13,Fully Paid,major_purchase,major purchase,10.49,Sep-85,16,0,13319,37.7,30,f,INDIVIDUAL,1,0,"856 Daniels Drives Apt. 846
New Susan, OH 30723"
6400, 36 months,11.49,211.02,B,B5,,,RENT,29000,Source Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,17.94,Feb-03,6,1,2473,26,19,w,INDIVIDUAL,0,1,"15202 Hodge Cliffs Apt. 590
Clarkemouth, CO 48052"
35000, 60 months,12.29,783.7,C,C1,"Founder , Managing consultant",2 years,RENT,225000,Source Verified,May-15,Fully Paid,credit_card,Credit card refinancing,12.45,Jul-96,14,0,33246,60.9,16,w,INDIVIDUAL,0,0,"69100 Young Brooks Apt. 468
North Darylstad, VA 05113"
4000, 36 months,13.33,135.42,C,C3,Cook,2 years,MORTGAGE,25000,Not Verified,Jun-15,Charged Off,home_improvement,Home improvement,14.5,Oct-00,6,0,6572,63.2,11,w,INDIVIDUAL,0,0,"2573 Leah Springs
Watersfurt, TN 48052"
13600, 36 months,7.9,425.55,A,A4,U.S. Department of State,10+ years,MORTGAGE,115000,Verified,Jan-13,Fully Paid,credit_card,Credit card refinance,28.1,Nov-87,11,0,12135,70.1,34,f,INDIVIDUAL,7,0,"PSC 6791, Box 2629
APO AE 00813"
28775, 36 months,17.86,1038.27,D,D5,RN,10+ years,MORTGAGE,100000,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,22.92,Sep-98,30,0,21456,69,57,w,INDIVIDUAL,4,0,"71117 Jones Union
Wolfeton, GA 05113"
8000, 36 months,6.62,245.63,A,A2,Toray CFA Inc.,3 years,MORTGAGE,50000,Not Verified,Nov-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,5.83,Jul-00,11,0,8668,46.9,23,f,INDIVIDUAL,,0,"32319 Caroline Landing
Villanuevaberg, MT 29597"
20000, 36 months,18.75,730.6,D,D3,Uspostal service,10+ years,RENT,79000,Verified,Mar-13,Charged Off,debt_consolidation,Debt consolidation,7,Jul-98,7,0,15594,74.6,20,f,INDIVIDUAL,0,0,"280 Leonard Lodge Suite 763
North Stephanie, NM 22690"
14375, 60 months,19.72,378.62,D,D5,Milnor,7 years,RENT,40000,Verified,Jun-13,Fully Paid,debt_consolidation,Consolidation ,27.78,Aug-90,14,0,14150,57.3,29,f,INDIVIDUAL,0,0,"596 Parker Loaf Apt. 653
South Kennethburgh, UT 29597"
26425, 36 months,22.99,1022.77,F,F2,Technology Consultant ,4 years,RENT,81000,Source Verified,Jun-15,Fully Paid,vacation,Vacation,7.33,May-03,6,0,6675,51.3,14,w,INDIVIDUAL,1,0,"61413 Dawn Route
Pachecochester, ME 22690"
15000, 36 months,13.67,510.27,C,C4,Administration,5 years,RENT,53000,Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,24.23,Jan-02,6,0,10681,90.5,20,w,INDIVIDUAL,0,0,"726 Lisa Plaza Suite 574
South Patricia, FL 22690"
7000, 36 months,10.64,227.98,B,B2,Webtrends,10+ years,MORTGAGE,145000,Not Verified,Jul-13,Fully Paid,debt_consolidation,Medical Expense,17.4,Mar-01,11,0,4948,10.2,26,f,INDIVIDUAL,2,0,"1522 Nancy Forges
Moorefurt, MO 00813"
20000, 36 months,12.69,670.9,C,C2,,,MORTGAGE,67000,Verified,Oct-15,Charged Off,debt_consolidation,Debt consolidation,34.55,Apr-01,7,1,8191,56.1,21,f,INDIVIDUAL,4,1,"5064 Bautista Brooks Apt. 524
Nataliemouth, TN 22690"
1000, 36 months,10.75,32.63,B,B2,,,RENT,64000,Not Verified,Jul-10,Fully Paid,vacation,Vacation Loan,8.51,Apr-96,7,0,4338,48.7,17,f,INDIVIDUAL,,0,"40131 Corey Lakes
Brucehaven, ND 30723"
